2024-04-07 17:04:17 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 9196
2024-04-07 17:04:17 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-04-07 17:04:17 0 [Note] InnoDB: Uses event mutexes
2024-04-07 17:04:17 0 [Note] InnoDB: Compressed tables use zlib 1.3
2024-04-07 17:04:17 0 [Note] InnoDB: Number of pools: 1
2024-04-07 17:04:17 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 302818
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 302818
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 302774
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 302774
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 302730
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 302730
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 302686
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 302686
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 302642
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=347] with future log sequence number 302642
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 302582
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 302582
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=208] with future log sequence number 302538
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=345] with future log sequence number 302538
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 302494
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 302494
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=60] with future log sequence number 463613
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=325] with future log sequence number 463613
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=59] with future log sequence number 463574
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=324] with future log sequence number 463574
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=57] with future log sequence number 463535
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=321] with future log sequence number 463535
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=56] with future log sequence number 463496
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=320] with future log sequence number 463496
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=55] with future log sequence number 463457
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=319] with future log sequence number 463457
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=54] with future log sequence number 463418
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=318] with future log sequence number 463418
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=53] with future log sequence number 463379
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=317] with future log sequence number 463379
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=52] with future log sequence number 463324
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=316] with future log sequence number 463324
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=267] with future log sequence number 1535255
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=399] with future log sequence number 1535255
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=266] with future log sequence number 1533701
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=398] with future log sequence number 1533701
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=265] with future log sequence number 1533279
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=300] with future log sequence number 1586160
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=428] with future log sequence number 1586160
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=4] with future log sequence number 1637724
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 1637695
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=2] with future log sequence number 1637695
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 1626428
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 1626428
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 1624143
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 1624143
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=208] with future log sequence number 1622781
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=345] with future log sequence number 1622781
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 1622035
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 1622035
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 1619383
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 1619383
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 1618990
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 1618990
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=203] with future log sequence number 1616448
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=340] with future log sequence number 1616448
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 1613756
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=339] with future log sequence number 1613756
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 1613324
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 1613324
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=199] with future log sequence number 1611472
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=8] with future log sequence number 1637695
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 1611472
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=198] with future log sequence number 1609927
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 1626453
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=335] with future log sequence number 1609927
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=197] with future log sequence number 1609587
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=305] with future log sequence number 1622098
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=304] with future log sequence number 1609372
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=303] with future log sequence number 1622145
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=302] with future log sequence number 1622077
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=88, page number=4] with future log sequence number 1608891
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=88, page number=3] with future log sequence number 1608426
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=88, page number=2] with future log sequence number 1608891
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=12] with future log sequence number 1626609
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=11] with future log sequence number 1626619
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=308] with future log sequence number 1626470
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=307] with future log sequence number 1626464
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=10] with future log sequence number 1626614
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=9] with future log sequence number 1626475
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=8] with future log sequence number 1626485
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=334] with future log sequence number 1609587
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 1638117
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=16, page number=3] with future log sequence number 1638137
2024-04-07 17:04:17 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 1638117
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 1608436 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 1626619 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 1586491 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 1586491 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 1586530 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 1586530 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 1123321 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 1123321 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 1403193 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 1403193 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 1403232 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 1403232 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 1403271 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 1403271 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 1403310 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 1403310 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 1589552 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 1589552 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 1589591 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 1589591 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 1129998 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 1129998 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 1589630 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 1589630 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 1408322 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 1408322 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 1264929 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 1264929 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 1408361 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=321] log sequence number 1408361 is in the future! Current system log sequence number 300306.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-04-07 17:04:17 0 [ERROR] InnoDB: Page [page id: space=0, page number=58] log sequence number 1408400 is in the future! Current system log sequence number 300306.
